bandemia,0741439
PNA,0032285
aspiration,UI-less
enteric,UI-less
PNA,0032285
respiratory status,UI-less
decompensation,UI-less
respiratory failure,1145670
illeus,1258215
transmigrated bacteria,UI-less
illeus,1258215
DVT,0149871
sepsis,0243026
pna,0032285
LOC,0234431
facial laceration,1299982
elbow pain,0239266
hand laceration,0432975
chest pain,0008031
knee swelling,UI-less
congenitcal spine abnormality,0158775
lip laceration,0561241
crepitus,0277964
instability,UI-less
ABD tender,0232498
tender,0234233
decreased ROM,UI-less
hand lacerated,0432975
knee abrasions,0432860
mass effect,UI-less
hemorrhage,0019080
skull fractures,0037304
fractures,0016655
dislocations,0012691
spondylolysis,0038018
spondylolisthesis,0038016
fracture,0016658
Left pneumo,UI-less
hemothorax,0019123
pulmonary contusions,0347625
Multiple rib fractures,0272567
sternal fracture,0238436
subcutaneous air,UI-less
subcutaneous emphysema,0038536
mesenteric stranding,UI-less
mesenteric injury,0434109
hemorrhage,0019080
Facial Cuts,0432944
Nasal fracture,0339848
fracture,0016658
Sinus disease,0395798
avulsion fracture,0332758
distraction,0332778
dislocation,0012691
foreign bodies,0016542
soft tissue swelling,UI-less
displaced fracture,0585059
tibial plateau fracture,0262489
step-off,UI-less
fractures,0016655
lipohemarthrosis,UI-less
hemopneumothorax,0019077
tibial plateau fx,0262489
elbow fx,0600106
hand fx,0435632
nasal fx,0339848
injuries,0026771
lip laceration,0561241
nasal fracture,0339848
tachycardic,UI-less
hypotensive,0520541
Hct drop,UI-less
mesenteric hematoma,0267767
lacerated,0043246
non-viable small bowel,UI-less
elbow fx,0600106
tibial plateau fx,0262489
bloody stools,1321898
oozing,1446325
adverse events,UI-less
olecranon fx,0555335
hemopneumothorax,0019077
rib fx,0035522
flail chest,0016196
Mesenteric injury,0178324
1st metacarpal fx,0272678
chest pain,0008031
shortness of breath,0013404
nausea,0027497
vomiting,0042963
fever,UI-less
weakness,1883552
STROKE,0038454
stroke,0038454
alteration in mental status,0278061
moving abnormally,UI-less
contorted,UI-less
eyes were clamped closed,UI-less
extremities clinched together,UI-less
extremities turned in,UI-less
moving abnormally,UI-less
stroke,0038454
strokes,0038454
left hemiparesis,UI-less
wheelchair bound,UI-less
atrial fibrillation,0004238
congenital heart defect,0018798
nephrolithiasis,0392525
blood clot,0302148
congestive heart failure,0018802
scleral icterus,0240962
lesions,UI-less
JVD,UI-less
carotid bruits,UI-less
nuchal rigidity,1320474
R,0034642
R,0035508
W,0043144
irregularly irregular rhythm,UI-less
murmur,UI-less
Abdomen ND,UI-less
Abdomen NT,UI-less
masses,UI-less
organomegaly,UI-less
C,0149651
C,0010520
E,0013604
inattentive,UI-less
Oriented to self only,UI-less
Language nonfluent,0349390
inconsistently follows commands,UI-less
papilledema,0030353
exudates,UI-less
hemorrhages,0019080
facial droop,0427055
Tongue protrudes,UI-less
Atrophic musculature,0026846
Tone is spastic,0026838
left hemiplegia,UI-less
adventitious movements,UI-less
encephalomalacia,0014068
hemorrhage,0019080
infarction,0021308
stroke,0038454
seizure activity,0036572
cerebral infarct,0007785
asystolic arrrest,0018790
anoxic brain injury,0003132
stroke,0038454
left hemiplegia,UI-less
mental status change,0278061
seizure,0036572
infectious,0021311
metabolic,0025517
cardioembolic,1531624
clot,0302148
ischemic event,0022116
encephalopathy,0085584
sharp wave discharges,UI-less
slow wave discharges,UI-less
seizure,0036572
convulsive seizures,UI-less
seizure,0036572
mental status,UI-less
unresponsive,UI-less
responding appropriately,UI-less
infarct,0021308
left sided infarct,0585629
UTI,0042029
stroke,0038454
infarct,0021308
processess,0012634
old infarct,0333551
epileptiform activity,UI-less
asystolic arrest,0018790
mental status,UI-less
aspiration pneumonia,0032290
pneumonitis,0032285
meaningful neurologic function,UI-less
arrest,0018790
DNR,UI-less
apnea,0003578
hypotension,UI-less
cortical activity,UI-less
trace amount of blood flow,0232340
condition worsened,UI-less
afib,0004238
afib,0004238
flutter,0004239
MI,0027051
failed swallow,0011168
infection,0021311
Infection,0021311
failed swallow,0011168
acute issues,UI-less
arrest,0018790
non-oliguric renal failure,UI-less
ATN,0022672
Seizure,0036572
Stroke,0038454
Cardiac Arrest,0018790
Anoxic brain injury,0003132
aspiration pneumonitis,1761609
urinary tract infection,0042029
atrial fibrillation,0004238
end-stage renal disease,0022661
arteriovenous fistula,0003855
End-stage renal disease,0022661
pancreatitis,0030305
cerebrovascular accident,0038454
hemiparesis,0018989
gout,0018099
Escherichia coli bacteremia infections,0014836
Diverticulosis,1510475
Chronic obstructive pulmonary disease,0024117
Hypertension,0020538
chest pain,0008031
distress,UI-less
jugular venous distention,UI-less
lymphadenopathy,UI-less
systolic murmur,UI-less
third heart sound,UI-less
fourth heart sound,UI-less
wheezes,0043144
rhonchi,0035508
rales,0034642
Abdominal nondistended,UI-less
guarding,UI-less
rebound,UI-less
edema,0013604
arteriovenous fistula,0003855
thrill,UI-less
conduction delay,UI-less
T wave inversions,UI-less
arteriovenous fistula,0003855
complications,0160815
substernal chest pain,0151826
diaphoresis,UI-less
nausea,0027497
vomiting,0042963
T wave inversions,UI-less
3-vessel disease,0340285
stenosis,1261287
stenosis,1261287
stenosis,1261287
coronary artery stenosis,0242231
abdominal pain,0000737
nausea,0027497
vomiting,0042963
nausea,0027497
vomiting,0042963
chest pain,0008031
anteroinferior ST elevations,UI-less
thrombosis,0040053
hematemesis,0018926
coffee-grounds emesis,1510416
bright red blood per rectum,UI-less
chest pain,0008031
hematemesis,0018926
chest pain,0008031
left atrial dilatation,0344720
right atrial dilatation,0344709
left ventricular hypertrophy,0149721
aortic root dilatation,0238669
aortic regurgitation,0003504
tricuspid regurgitation,0040961
complications,0679861
end-stage renal disease,0022661
arteriovenous fistula,0003855
arteriovenous fistula,0003855
infection,0021311
chest pain,0008031
bleeding,0019080
Non-ST-elevation myocardial infarction,1276061
Upper gastrointestinal bleed,0041909
arteriovenous fistula,0003855
End-stage renal disease,0022661
Cerebrovascular accident,0038454
hemiparesis,0018989
Chronic obstructive pulmonary disease,0024117
Gout,0018099
Diverticulosis,1510475
Escherichia coli bacteremia infections,0014836
chest pain,0008031
Aortic Stenosis,0003507
lesion,UI-less
aortic stenosis,0003507
aortic insufficiency,0003504
atrial fibrillation,0004238
Myocardial infarction,0027051
Atrial fibrillation,0004238
Pneumonia,0032285
sepsis,0243026
Hyperlipidemia,0020473
Hypercholesterolemia,0020443
coronary artery disease,1956346
Heart irregular rhythm,UI-less
Heart irregular rate,UI-less
systolic murmur,UI-less
Abd nondistended,UI-less
Abd nontender,UI-less
clubbing,0149651
cyanosis,0010520
edema,0013604
Atrial fibrillation,0004238
inferior myocardial infarction,0340305
right ventricular conduction delay,UI-less
Left ventricular hypertrophy,0149721
Sinus tachycardia,0039239
inferior myocardial infarction,0340305
atrial fibrillation,0004238
sinus 
tachycardia,0039239
ST-T wave changes,UI-less
pneumothorax,0032326
acute cardiopulmonary process,0155671
pleural effusions,0032227
aortic valve disease,1260873
atrial fibrillation,0004238
pain with swallowing,0221150
mucosal irregularity,UI-less
epistaxis,0014591
lesion,UI-less
sore throat,0242429
pain,0030193
Aortic stenosis,0003507
sternal drainage,UI-less
temp,UI-less
Right flank pain,0423640
Abscess flank,0263108
weight loss,UI-less
fatigue,0015672
lack of function,UI-less
mass,UI-less
mass,UI-less
subcutaneous collection,UI-less
subcutaneous mass,UI-less
mass,UI-less
discomfort,UI-less
fever,UI-less
chills,0085593
redness,UI-less
CAD,1956346
anterior MI,0340293
CHF,0018802
hypertension,0020538
dyslipidemia,0242339
diabetes,0011849
hypertension,0020538
acute distress,UI-less
murmur,UI-less
Abdomen non-distended,UI-less
Abdomen non-tender,UI-less
scar,2004491
mass,UI-less
cystic,0010709
hernias,0019270
ABSCESS,0000833
ABSCESS RT FLANK,0263108
ABSCESS RIGHT FLANK,0263108
CAVITY STONES,UI-less
GALLSTONES,0008350
subcutaneous abscess,0149777
Abscess cautery stones,UI-less
Gallstones,0008350
plaque,UI-less
peak systolic velocities,UI-less
stenosis,1261287
peak systolic velocities,UI-less
stenosis,1261287
antegrade flow,UI-less
plaque,UI-less
carotid stenosis,0007282
stenosis,1261287
carotid bruit,UI-less
wound,0332803
Dropped gallstone abscess,UI-less
fevers,UI-less
pain,0030193
discomfort,UI-less
redness wound,UI-less
swelling wound,UI-less
drainage wound,0406834
alcohol abuse,0085762
delirium tremens,0001957
seizures,0036572
confused,0009676
lethargic,0023380
dried blood,UI-less
tachycardic,UI-less
seizures,0036572
seizure,0036572
agitation,0085631
combativeness,UI-less
acute intracranial process,0347535
Alcohol abuse,0085762
alcohol withdrawal,0236663
delirium tremens,0001957
Polysubstance abuse,0747752
Hypertension,0020538
Thrombophlebitis,0040046
emphysema,0034067
breast cancer,0006142
esophageal varices,0014867
emphysema,0034067
alcohol abuse,0085762
alcohol use,0085762
withdrawal seizures,0586323
responding to painful stimuli,UI-less
responding to voice,UI-less
blood on his tongue,UI-less
blood in his mouth,UI-less
pupils pinpoint,UI-less
response to painful stimulus,UI-less
stimulus sensitive,UI-less
acute intracranial process,UI-less
subdural hematoma,0018946
epileptiform activity,UI-less
elevated transaminases,UI-less
elevated amylase,UI-less
elevated lipase,UI-less
febrile,UI-less
left lower lobe pneumonia,0585104
right lower lobe pneumonia,0585105
aspiration,0032290
mental status,UI-less
obtunded,UI-less
biliary tree abnormalities,UI-less
ascites,UI-less
febrile,UI-less
poor balance,UI-less
lack of safety awareness,UI-less
substance abuse,0740858
Alcohol abuse,0085762
Alcohol withdrawal seizures,0586323
Hypertension,0020538
Polysubstance abuse,0747752
compression fractures,0521169
chronic back pain,0740418
atrial fibrillation,0004238
fall,UI-less
injure,0175677
alternation in consciousness,0234428
vertigo,0042571
lightheadedness,0220870
shortness of breath,0013404
weakness,1883552
back pain,0004604
back pain,0004604
unable to move his legs,UI-less
urinary incontinence,0042024
urinary urgency,UI-less
urinary frequency,UI-less
bowel movements,UI-less
weakness arms,0751409
neck pain,0007859
numbness,0028643
tingling,0235050
fever,UI-less
night sweats,0028081
headache,0018681
weakness,1883552
Atrial fibrillation,0004238
hypothyroidism,0020676
chronic back pain,0740418
chest multiple nodules,0748164
inflammatory,0021368
infection,0021311
neoplasm,0027651
bipolar disorder,0005586
chronic obstructive pulmonary disease,0024117
hernia,0019270
peripheral vascular disease,0085096
organic mania,0338831
sleep disorder,0851578
basal cell cancer,0007117
acute leukemia,0085669
rheumatoid arthritis,0003873
emaciated,0013911
unwilling to cooperate,UI-less
cervical rigidity,0151315
kyphosis,0022821
Range of motion decreased,UI-less
neck nontender,UI-less
Abdomen tender,0232498
organomegaly,UI-less
paraphasic errors,UI-less
right-left neglect,UI-less
right-left confusion,0422885
left palmomental reflex,UI-less
right palmomental reflex,UI-less
rooting,UI-less
grasp bilaterally,UI-less
relative afferent defect,0339663
nystagmus,0028738
decreased tone,0026827
decreased bulk,UI-less
wasting muscles,0026846
drift,UI-less
downgoing toes,UI-less
clonus,0009024
light touch,UI-less
Pinprick,UI-less
temperature decreased,UI-less
Position sense impaired,UI-less
impaired position sense,0576690
finger to nose ataxia,0856552
Atrial fibrillation,0004238
nonspecific ST changes,UI-less
paraparesis,0221166
fall,UI-less
loss of consciousness,UI-less
head trauma,0018674
back pain,0004604
spine compression fractures,0262431
retrolisthesis,1562792
calcified mass,UI-less
mass pancreas,UI-less
nodules lung,0748164
patchy linear opacities,UI-less
foci right iliac ring,UI-less
foci lower lumbar spine,UI-less
metastatic disease,2939419
mass,UI-less
abnormally high INR,UI-less
respiratory arrest,0162297
narcotic pain medications,UI-less
aspiration pneumonia,0032290
cord compression,0037926
scoliosis,0036439
hypotension,UI-less
obstruction to flow of contrast,UI-less
sacral mass,UI-less
epidural mass,UI-less
sacral mass,UI-less
respiratory arrest,0162297
hypercapnia,0020440
acidosis,0001122
unresponsive,UI-less
respirations,UI-less
metastatic disease,2939419
pancreatic cancer,0346647
elevated PSA,UI-less
sacral lesions,UI-less
malignancy,1306459
adenocarcinoma,0001418
mucus plugging event,UI-less
adenocarcinoma,0001418
metastatic adenocarcinoma,0334277
Pleuritic Chest Pain,0008033
Shortness of Breath,0013404
respiratory distress,0476273
vomiting,0042963
aspirated,UI-less
right sided chest pain,0563275
shortness of breath,0013404
lesion,UI-less
shortness of breath,0013404
right-sided chest pain,0563275
short of breath,0013404
fevers,UI-less
chills,0085593
night sweats,0028081
respiratory distress,0476273
erythema,0041834
white tongue,UI-less
plaques,UI-less
JVD,UI-less
LAD,UI-less
thyromegaly,0018021
dullness to percussion,UI-less
wheezes,0043144
egophony,UI-less
tachycardic,UI-less
m,UI-less
r,UI-less
g,UI-less
Abd NTND,UI-less
edema,0013604
tenderness,0234233
induration,0332534
cavitary infiltrate,UI-less
infiltrate,0332448
cavitary mass,UI-less
cavitary mass,UI-less
pleural effusion,0032227
hilar lymphadenopathy,0456973
cavitary lesion,UI-less
air-fluid level,UI-less
thickened wall,UI-less
lung abscess,0024110
septic emboli,1955781
patchy opacities,UI-less
pneumonia,0032285
edema,0013604
opacity,1265876
pulmonary edema,0034063
ARDS,0035222
Bilateral pleural effusion,0747635
atelectasis,0004144
lymphadenopathy,UI-less
LA dilated,0344720
LV dilated,0344911
masses,UI-less
thrombi,0087086
VSD,0018818
aortic root dilated,0238669
aortic regurgitation,0003504
masses,UI-less
vegetations,1285498
mitral regurgitation,0026266
MVP,0026267
mass,UI-less
vegetation,1285498
vegetation,1285498
mass,UI-less
pericardial effusion,0031039
vegetation,1285498
endocarditis,0014118
Respirtory Distress,0476273
PNA,0032285
fever,UI-less
bandemia,0741439
respiratory discomcomfort,0476273
ARDS,0035222
ARDS,0035222
PNA,0032285
lung injury via mechanical ventilation,0340257
cavitary lesion,UI-less
Infarction,0021308
Abscess,0000833
Infection,0021311
respiratory failure,1145670
afebrile,UI-less
CAP,0694549
Aspiration PNA,0032290
HIV,0019693
endocarditis,0014118
Normocytic Anemia,0085577
anemia of chronic disease,0002873
pulmonary infection,0876973
inflammation,0021368
shortness of breath,0013404
wheezing,0043144
Right Upper Lobe Pneumonia,0585106
Cavitary Lesion,UI-less
Mass,UI-less
Infiltrates,0332448
Idiopathic Anemia,UI-less
trouble breathing,UI-less
cough,0010200
fevers,UI-less
chills,0085593
fatigue,0015672
symptoms,1457887
fever,UI-less
anemia,0002871
fell,0000921
fell,0000921
hit head,UI-less
lightheadedness,0220870
falling down,0000921
loss of consciousness,UI-less
lethargic,0023380
weak,1883552
weakness,1883552
cerebral contusions,0750971
SAH,0038525
nausea,0027497
vomiting,0042963
chest pain,0008031
shortness of breath,0013404
headache,0018681
Seizure,0036572
Pneumonia,0032285
Bronchitis,0006277
alcoholic episodes,UI-less
falls,0000921
episodes of unconsciousness,0234431
nystagmus,0028738
Abd NT,UI-less
C,0149651
C,0010520
E,0013604
dysarthria,0013362
paraphasic errors,UI-less
nystagmus,0028738
Tongue fasciculations,0239548
abnormal movements,UI-less
tremors,0040822
pronator drift,1504476
Hemorrhagic contusion,UI-less
subdural hematoma,0018946
chronic subdural hematoma,0582730
extraaxial widening,UI-less
atrophy,0333641
Sinus mucosal thickening,UI-less
small air-fluid level,UI-less
Nasal bone fractures,0159322
extra axial fluid,UI-less
enlarged subarachnoid space,UI-less
fracture,0016658
dislocation,0012691
emphysema,0034067
chronic sinusitis,0149516
Cervical spondylosis,1384641
fall,0000921
contusion,0009938
underlying mass,UI-less
lesions,UI-less
intermittently confused,0559682
pain medication,UI-less
alcoholic history,UI-less
rib fractures,0035522
fall,0000921
pain,0030193
traumatic brain injury,0876926
fall,0000921
lethargy,0023380
numbness,0028643
tingling,2242996
weakness,1883552
seizure,0036572
slurred speech,0023009
chest tightness,0232292
chest pain squeezing,UI-less
chest pressure,0438716
New wheezing,2128973
New cough,2220033
vomitting,0042963
cannot keep in medications,UI-less
cannot keep in fluids,0235395
dehydrated,0011175
vomitting,0042963
diarrhea,0011991
dehydration,0011175
dry mouth,0043352
rapid heartbeat,UI-less
feeling dizzy,0012833
faint,0039070
blood bowel movement,UI-less
blood vomit,0018926
dark bowel movement,0025222
dark material vomit,UI-less
black material bowel movement,UI-less
black material vomit,UI-less
skin yellow,0022346
whites of eyes yellow,0240962
pain,0030193
pain,0030193
shaking chills,0085593
fever,UI-less
symptoms,1457887
new symptoms,1457887
multiple sclerosis,0026769
esophageal polyp,0281838
dysplasia,0334044
Barrett's esophagus,0004763
chest pain radiation,0232289
nausea,0027497
vomiting,0042963
fevers,UI-less
chills,0085593
pneumomediastinum,0025062
widened mediastinum,UI-less
hypertension,0020538
Multiple sclerosis,0026769
Osteoporosis,0029456
Depression,0011570
Gastroesophageal reflux disease,0017168
Barrett's esophagus,0004763
polyp,0032584
Obesity,0028754
pilonidal cyst,0031925
acute distress,UI-less
decreased breath sounds,UI-less
tachypneic,0231835
crepitus,0277964
Tachycardia,UI-less
ABDOMEN guarding,UI-less
ABDOMEN nontender,UI-less
rebound,0234246
fascia defect,0263977
incarceration,UI-less
hernia,0019270
RECTAL masses,UI-less
peripheral edema,0085649
widening mediastinum,UI-less
pneumomediastinum,0025062
perforation,0481222
perforation,0481222
extravasation of contrast,1997179
esophageal perforation,0014860
extravasation of barium,0015376
multiple sclerosis,0026769
Esophageal perforation,0014860
loss of consciousness,UI-less
chest pain,0008031
c spine fx,0262414
pulm contusions,0347625
rib fx,0035522
spenic lac,0347636
pelvic fx,0149531
septic,0243026
aspiration pneumonia,0032290
c spine fx,0262414
pulm contusions,0347625
rib fx,0035522
spenic lac,0347636
pelvic fx,0149531
septic,0243026
aspiration pneumonia,0032290
loss of consciousness,UI-less
chest pain,0008031
C2 fracture,0349013
hematomas,0018944
breast implant rupture,0405491
rib fractures,0035522
splenic laceration,0347636
hypoxia,0242184
respiratory distress,0476273
Amyloidosis,0002726
depression,0011581
kidney stones,0022650
afebrile,UI-less
coughing,0010200
coarse upper airway sounds,UI-less
incisions,0332803
ecchymoses,UI-less
nystagmus,0028738
ptosis,0033377
Corneal reflex present,UI-less
No speech,UI-less
cough,0010200
increased tone,0026826
pain,0030193
febrile,UI-less
pneumonia,0032285
febrile,UI-less
rise LFT's,UI-less
abdominal 
tenderness,0232498
ischemic colonic perforation,UI-less
anemic,0002871
pain,0030193
anxiety,0003467
agitation,0085631
hypotension,0020649
unarousable,UI-less
movement,UI-less
moved,UI-less
response to pain,UI-less
responding to painful  stimuli,UI-less
afebrile,UI-less
wound,0043250
incision,0332803
c spine fx,0262414
pulm contusions,0347625
rib fx,0035522
spenic lac,0347636
pelvic fx,0149531
septic,0243026
aspiration pneumonia,0032290
respiratoy failure,1145670
chronic anemia,0581384
sepsis,0243026
poor nutritional status,UI-less
tube feed dependence,UI-less
wound care,UI-less
dehydrated,UI-less
fluid collection,UI-less
TRAUMA,3263723
Change in mental status,0278061
hepatitis-C cirrhosis,UI-less
change in mental status,0278061
confused,0009676
somnolent,UI-less
confusion,0009676
PO intake,UI-less
fever,UI-less
chills,0085593
nausea,0027497
vomiting,0042963
bright red blood per rectum,UI-less
black stools,0474585
hematemesis,0018926
chest pain,0008031
shortness of breath,0013404
mental status,UI-less
mental status,UI-less
non-cooperation,UI-less
encephalopathy,0085584
self-harm,0085271
Hepatitis-C cirrhosis,UI-less
varices,0042345
Hypertension,0020538
nephrolithiasis,0392525
Cryoglobulinemia,0010403
nausea,0027497
vomiting,0042963
agitated,0085631
Anicteric,UI-less
Dry mucous membrane,0854113
Nose bloody,0014591
Tachycardiac,UI-less
murmurs,UI-less
Abdomen nontender,UI-less
caput medusae,0221226
Liver palpated,UI-less
erythema,0041834
asterixis,0232766
edema,0013604
Telangiectasias,0039446
agitated,0085631
oriented to place and time,UI-less
Uncooperative,UI-less
Hepatic encephalopathy,0019151
mental status,UI-less
Acute renal failure,0022660
prerenal azotemia,0554309
renal function,UI-less
Nephrolithiasis,0392525
groin pain,0239783
nephrolithiasis,0392525
stones,UI-less
stone kidney,0022650
kidney stone,0022650
hydronephrosis,0020295
stone bladder,0005683
hydroureter,0521620
stone,UI-less
pain,0030193
stone,0006736
Hypertension,0020538
dehydrated,0011175
Hepatitis-C cirrhosis,UI-less
mental status,0278061
Hepatic encephalopathy,0019151
Cirrhosis,0023890
hepatitis-C,0019196
Hypertension,0020538
Acute renal failure,0022660
Nephrolithiasis,0392525
end-stage renal disease,0022661
hypertension,0020538
lethargy,0023380
decreased responsiveness,0478662
hypertension,0020538
chest pain,0008031
myocardial ischemia,0151744
poor medicine compliance,UI-less
infected Tunneled catheter,0588173
feeling tired,0849970
depressed,UI-less
suicidal ideations,UI-less
chest pain,0008031
cough,0010200
paroxysmal nocturnal dyspnea,1956415
headache,0018681
fever,UI-less
nausea,0027497
vomiting,0042963
abdominal pain,0000737
End-stage renal disease,0022661
tunneled catheter infections,0588173
Hypertension,0020538
Hepatitis C,0019196
Polysubstance abuse,0747752
Asthma,0004096
left-sided CVA,0586325
residual right-sided weakness,UI-less
clots,0302148
tearful,1536289
acute distress,UI-less
Tachycardiac,UI-less
murmur,UI-less
Abdomen nontender,UI-less
pedal edema,0574002
fistula,0016169
thrill,UI-less
cardiomegaly,UI-less
vascular congestion,UI-less
LVH,0149721
left atrial enlargement,0344720
hypodense lesion,UI-less
Hypertensive urgency,0745138
noncompliance medications,UI-less
fluid overload,0546817
dialysis noncompliance,UI-less
End stage renal disease,0022661
end-stage renal disease,0022661
suicidal ideations,UI-less
noncompliance hemodialysis,UI-less
noncompliance with medications,UI-less
depression,0011581
acute risk to others,UI-less
acute risk to herself,UI-less
Stroke,0038454
small-vessel disease,2733158
lacunar infarct,0333559
drug abuse,0013146
Lymphadenopathy,UI-less
tender lymph node,0240273
pharyngitis,0031350
lesions,UI-less
lesion,UI-less
End-stage renal disease,0022661
Hypertension,0020538
Chronic aspiration,0700198
Down's syndrome,0013080
aspirations,0700198
aspiration pneumonia,0032290
oropharyngeal swallowing disturbance,0267071
aspiration,0700198
poor laryngeal sensitivity,UI-less
cough,0010200
aspiration,0700198
Down's syndrome,0013080
profound mental retardation,0020796
Hepatitis B carrier,UI-less
Osteoporosis,0029456
Hiatal hernia,0019284
Allergic rhinitis,2607914
Constipation,0009806
retractile testis,0520578
hip subluxation,0019554
Atopic dermatitis,0011615
thigh lipoma,0347439
cataract,0086543
rash,0015230
dystonia,0013421
Abdomen nontender,UI-less
Abdomen nondistended,UI-less
muscular atrophy,0026846
edema,0013604
clubbing,0149651
cyanosis,0010520
pneumothorax,0032326
desaturations,UI-less
frothy sputum,0577979
CHF,0018802
stoma,1532681
skin breakdown,UI-less
esophageal leak,0341563
Chronic aspiration,0700198
stoma,1532681
stoma,1532681
pain,0030193
itching,0033774
shortness of breath,0013404
wheezing,0043144
coronary artery disease,1956346
congestive heart failure,0018802
diabetes,0011849
hypertension,0020538
chronic obstructive pulmonary disease,0024117
congestive heart failure,0018802
shortness of breath,0013404
orthopnea,0085619
paroxysmal nocturnal dyspnea,1956415
dyspnea on exertion,0231807
hypokinesis,0086439
aortic stenosis,0003507
inferior posterolateral defect,UI-less
occlusion,0028778
occluded right coronary artery,1290385
occluded,0028778
stenosis,1261287
TIMI three flow,UI-less
Coronary artery disease,1956346
Diabetes,0011849
Hypertension,0020538
Chronic obstructive pulmonary disease,0024117
Atrial fibrillation,0004238
sick sinus syndrome,0037052
degenerative joint disease,0029408
Chronic renal insufficiency,0403447
acute distress,UI-less
S3,UI-less
S4,UI-less
systolic murmur,UI-less
occult bleeding,0333282
foot ulcer,0085119
atrial fibrillation,0004238
right bundle branch block,0085615
coronary artery disease,1956346
shortness of breath,0013404
elevated wedge pressure,UI-less
decreased ejection fraction,UI-less
Coronary artery disease,1956346
chest pain,0008031
shortness of breath,0013404
congestive heart failure,0018802
congestive heart failure,0018802
atrial fibrillation,0004238
sick sinus syndrome,0037052
atrial fibrillation,0004238
atrial fibrillation,0004238
atrial fibrillation,0004238
normal sinus rhythm,UI-less
chronic renal insufficiency,0403447
toe ulcer,0577717
diabetes,0011849
coronary artery disease,1956346
congestive heart failure,0018802
diabetes mellitus,0011849
fever,UI-less
abdominal pain,0000737
found down,UI-less
fall,0000921
left-sided weakness,UI-less
head trauma,0018674
loss of consciousness,UI-less
fall,0000921
blood stool,1321898
abdominal pain,0000737
respiratory rate,UI-less
cough,0010200
chest pain,0008031
shortness of breath,0013404
nausea,0027497
vomiting,0042963
dysuria,0013428
abdominal pain,0000737
diarrhea,0011991
demented,0497327
fevers,UI-less
chills,0085593
p.o. intake,UI-less
Coronary artery disease,1956346
congestive heart failure,0018802
diastolic heart failure,1135196
Type 2 diabetes,0011860
dementia,0497327
benign positional vertigo,0155502
femoral neck fracture,0015806
chronic anemia,0581384
B12 deficiency,0042847
agitation,0085631
tachypneic,0231835
distress,0476273
mucous membranes dry,0854113
edentulous,UI-less
jugulovenous distension,UI-less
lymphadenopathy,UI-less
tachycardiac,UI-less
decreased breath sounds,UI-less
Abdomen distention,UI-less
Abdomen tender,0232498
masses,UI-less
organomegaly,UI-less
blood stool,1321898
costovertebral angle tenderness,0235634
pitting bilaterally,0333243
edema,0013604
hip abrasion,0432858
erythematous,0041834
pelvic instability,2919586
pain,0030193
passive range of motion,UI-less
abrasions,1302752
flaccid,UI-less
pain,0030193
pain,0030193
flaccid,UI-less
right lower lobe pneumonia,0585105
opacity,UI-less
atelectasis,0004144
intracranial hemorrhage,0151699
pleural effusion,0032227
atelectasis left,0004144
atelectasis right,0004144
vascular calcification,0342649
