aortic stenosis,0003507
bicuspid aortic valve,0149630
hypothyroidism,0020676
CAD,1956346
nocturia,0028734
apparent distress,UI-less
lymphadenopathy,UI-less
thyromegaly,0018021
murmur radiation,UI-less
holosystolic murmur,0232258
abdomen nontender,UI-less
abdomen soft,UI-less
masses,UI-less
hepatosplenomegaly,0019214
cyanosis,0010520
clubbing,0149651
edema,0013604
varicosities,0042345
blockages,0264995
tortuous,UI-less
dilated ascending aorta,0345049
sinus bradycardia,0085610
left ventricular hypertrophy,0149721
left anterior hemi-block,0155702
aortic aneurysm,0003486
aortic root dilatation,0238669
low blood sugar,0020615
murmurs,UI-less
hypoactive bowel sounds,0232695
abdomen nondistended,UI-less
abdomen nontender,UI-less
abdomen soft,UI-less
extremities warm,UI-less
events,UI-less
pneumothorax,0032326
events,UI-less
changes with subcutaneous air,UI-less
subcutaneous air,UI-less
pneumothorax,0032326
subcutaneous air,UI-less
bicuspid aortic valve,0149630
Hypothyroidism,0020676
pain,0030193
increase creatinine,UI-less
CAD,1956346
CVA,0038454
CVA,0038454
PAfib,0235480
CVA,0038454
lacunar infarct,0333559
bradycardia,0428977
HTN,0020538
T2DM,0011860
bradycardia,0428977
dizzy,0012833
confused,0009676
diaphoretic,0700590
presyncope,0700200
syncopized,0039070
junctional escape rhythm,UI-less
BP,UI-less
NSR,UI-less
LE cellulitis,0343024
cellulitis,0007642
Lyme disease,0024198
dementia,0497327
AD,0002395
Lyme,0024198
confused,0009676
infiltrate,0332448
pleural effusion,0032227
platelet drop,UI-less
dementia,0497327
syncope,0039070
chest pain,0008031
forgetful,0542476
confused,0009676
mental condition,UI-less
CP,0008031
syncope,0039070
presyncope,0700200
DOE,0231807
PND,1956415
orthopnea,0085619
edema,0013604
palpitations,UI-less
HTN,0020538
Diabetes mellitus type 2,0011860
NAD,UI-less
MM dry,0854113
JVD,UI-less
JVP,UI-less
carotid bruits,UI-less
SEM,UI-less
wheezes,0043144
crackles,0034642
Abd ND,UI-less
Abd NT,UI-less
Abd Soft,UI-less
c,0149651
c,0010520
e,0013604
scaling plaque,UI-less
warmth,0235218
induration,0332534
tracking,UI-less
Bilateral effusions,UI-less
infiltrates,0332448
scoliosis,0036439
atrial septal defect,0018817
left ventricular hypertrophy,0149721
thickened,UI-less
aortic stenosis,0003507
aortic regurgitation,0003504
mitral leaflets thickened,UI-less
mitral regurgitation,0026266
tricuspid leaflets thickened,2959459
systolic hypertension,0221155
pericardial effusion,0031039
Atrophy,0333641
lacunar infarcts,0585229
HTN,0020538
T2DM,0011860
bradycardia,0428977
Bradycardia,0428977
bradycardic,0428977
BB toxicity,0573209
junctional escape rhythm,UI-less
NSR,UI-less
abnormal changes,UI-less
BB toxicity,0573209
aortic sclerosis,1331537
MR,0026266
Elevated cardiac enzymes,UI-less
elevated troponins,UI-less
chest pain,0008031
decreasing Trop,UI-less
elevation cardiac enzymes,UI-less
hypotension,UI-less
HTN,0020538
Thrombocytopenia,UI-less
thrombocytopenic,UI-less
heparin induced thrombocytopenia,0272285
Confusion,0009676
Dementia,0497327
confused,0009676
hallucinating,0018524
agitated,0085631
relief,UI-less
without improvement,UI-less
dementia,0497327
deterioration of mental status,UI-less
Dementia,0497327
acute change,UI-less
old infarcts,0333551
agitation,0085631
Constipation,0009806
Constipation,0009806
Bradycardia,0428977
Beta-blocker toxicity,0573209
Dyspnea on exertion,0231807
valvular disease,0018824
Aortic stenosis,0003507
congestive heart failure,0018802
Aortic Stenosis,0003507
Congestive Heart Failure,0018802
Atrial fibrillation,0004238
Thyroid cancer,0007115
Hypothyroidism,0020676
pulmonary nodules,0748164
Diabetes Mellitus,0011849
Hyperlipidemia,0020473
Adrenal insufficiency,0001623
Bladder cancer,0005684
NAD,UI-less
Skin lesions,0037284
Skin dry,0151908
Skin Warm,0235218
anicteric,UI-less
JVD,UI-less
scar,2004491
w,0043144
r,0034642
r,0035508
nevi,0027960
birthmark,0265974
Irreg,UI-less
Irreg,UI-less
SEM,UI-less
Abd ND,UI-less
Abd NT,UI-less
Abd Soft,UI-less
Ext Warm,UI-less
edema,0013604
varicosities,0042345
left atrium dilated,0344720
left ventricular hypertrophy,0149721
atheroma,0264956
atheroma,0264956
dilated,0012359
atheroma,0264956
thickened,UI-less
deformed,0302142
aortic valve stenosis,0003507
aortic regurgitation,0003504
mitral leaflets thickened,UI-less
thickening,UI-less
mitral regurgitation,0026266
mitral regurgitation,0026266
LV systolic function depressed,UI-less
hypokinesia,0086439
MR,0026266
aortic insufficiency,0003504
Bilateral pleural effusions,0747635
discoid atelectasis,0264494
consolidations,0521530
pneumothorax,0032326
coronary artery disease,1956346
mitral valve disease,0026265
chronic atrial fibrillation,0694539
platelet count decreased,UI-less
HIT,0272285
pain,0030193
Aortic Stenosis,0003507
Mitral Regurgitation,0026266
Coronary Artery Disease,1956346
Congestive Heart Failure,0018802
Atrial fibrillation,0004238
Thyroid cancer,0007115
Hypothyroidism,0020676
pulmonary nodules,0748164
Diabetes  Mellitus,0011849
Hyperlipidemia,0020473
Adrenal insufficiency,0001623
Bladder cancer,0005684
fever,UI-less
redness,UI-less
drainage from incision,UI-less
weight gain,UI-less
shortness of breath,0013404
CHF,0018802
Aortic stenosis,0003507
bullae,0005758
Anxiety,0003469
Diverticulosis,1510475
carotid disease,0007273
Peripheral vascular disease,0085096
Obesity,0028754
cataract,0086543
CO2 retention,UI-less
elevated CO2,UI-less
prolonged PR interval,UI-less
fib,0232197
SR,UI-less
prolonged PR interval,UI-less
heart block,0018794
atrial fibrillation,0004238
AV nodal disease,UI-less
LBBB,0023211
CHB,0151517
sinus rhythm,UI-less
slower heart rates,0428977
rhythm,UI-less
blocked premature atrial contractions,0428990
bullae,0005758
bilateral pleural effusions,0747635
bullae,0005758
bullous disease,0263220
atrial fibrillation,0004238
pain,0030193
constipation,0009806
Critical aortic stenosis,1960800
Congestive heart failure,0018802
Peripheral vascular disease,0085096
Obesity,0028754
atrial fibrillation,0004238
bullous disease,0263220
first degree AV block,0085614
anxiety,0003469
wounds,0043250
bullous disease,0263220
sepsis,0243026
aspiration,UI-less
altered mental status,0278061
CVA,0038454
PNA,0032285
hip fracture,0019557
osteomyelitis,0029443
delerium,0011206
aphasia,0003537
vomiting,0042963
shivering,UI-less
depressed MS,0278061
hypoxic,0242184
HTN,0020538
tachypneic,0231835
labored breathing,0553668
facial movement,UI-less
MCA infarct,0740392
hemorrhagic conversion,UI-less
MCA infarct,0740392
sepsis,0243026
sepsis,0243026
unresponsive,UI-less
CVA,0038454
MS changes,0278061
slurred speech,UI-less
CVA,0038454
paralysis,UI-less
memory loss,0751295
aphagia,UI-less
fevers,UI-less
Seizures,0036572
CVA,0038454
HTN,0020538
CVA,0038454
PNA,0032285
Sepsis,0243026
hip fracture,0019557
drainage wound,0332799
Osteomyelitis,0029443
drainage,UI-less
CVA,0038454
CVA,0038454
anicteric,UI-less
LAD,UI-less
JVD,UI-less
tachy,UI-less
MRGs,UI-less
course upper airway sounds,UI-less
Abd soft,UI-less
NTND,UI-less
HSM,0019214
rebound,UI-less
guarding,UI-less
Erythema,0041834
dimples,UI-less
Ext warm,UI-less
C,0149651
C,0010520
E,0013604
RBBB,0085615
tachcardia,UI-less
LAD,UI-less
ST changes,UI-less
Sinus tachy,0039239
RBBB,0085615
infarct,0021308
parenchymal hemorrhage,2937358
fusiform aneurysm,0333099
aneurysm,0002940
rupture,UI-less
MCA infarction,0740392
lesion,UI-less
aneurysm,0002940
mass,UI-less
bleed,0019080
PNA,0032285
opacities,1265876
vascular redistribution,UI-less
deep sulcus sign,UI-less
hyperlucency,UI-less
MCA infarction,0740392
hyperdense focus,UI-less
hemorrhagic infarction,0472369
midline shift,UI-less
herniation,UI-less
abnormal EEG,UI-less
frequent spike,UI-less
wave discharges,UI-less
cortical irritability,UI-less
encephalopathy,0085584
infections,0021311
toxic metabolic abnormalities,UI-less
ischemia,0022116
herpes encephalitis,0276226
hemorrhage,0019080
intraventricular hemorrhage,0240059
distal asymmetry,UI-less
elevation of the left MCA,UI-less
hemorrhage,0019080
stenosis,1261287
stenosis,1261287
hemorrhage,0019080
consolidation,0521530
infection,0021311
aspiration,UI-less
hypoxic respiratory failure,UI-less
Pneumonia,0032285
sepsis,0243026
aspiration,UI-less
aspiration pneumonia,0032290
chemical pneumonitis,0264458
hypoxia,0242184
CHF,0018802
PNA,0032285
RBBB,0085615
ST changes,UI-less
MI,0027051
sepsis,0243026
Klebsiella pneumonia,0519030
Altered mental status,0278061
hemorrhagic stroke,0553692
HSV encephalitis,0276226
HSV encephalitis,0276226
intracranial bleed,0151699
Seizure,0036572
seizures,0036572
seizure,0036572
Thrombocytosis,0836924
inflammatory reaction,0021368
ESR elevated,UI-less
CRP elevated,UI-less
ferritin elevated,UI-less
fibrinogen elevated,UI-less
platelet count decreasing,UI-less
Hyperglycemia,0020456
elevated blood sugars,UI-less
Sacral decubitus ulcer,0558159
sacral decubitus ulcer,0558159
infected,0021311
Wound,0043250
Osteomyelitis,0029443
chronically infected,0151317
infectious source,0021311
Wound,0043250
altered mental status,0278061
aspiration,UI-less
agitation,0085631
constipation,0009806
shortness of breath,0013404
wheezing,0043144
constipation,0009806
HSV Encephalitis,0276226
Hemmorhage,0019080
Generalize Seizure,0234533
Sepsis,0243026
Respiratory Failure,1145670
Ventilator Associated Pneumonia,1701940
Steroid Induced Diabetes Mellitus,0589117
Anemia,0002871
Chronic Inflammation,0021376
Malnutrition,0162429
Delirium,0011206
Reactive Thrombocytosis,0457506
Osteomyelitis,0029443
Osteomyelitis,0029443
Depression,0011581
Hyperlipidemia,0020473
Afebrile,UI-less
infection,0021311
HSV encephalitis,0276226
pneumonia,0032285
fever,UI-less
severe pain,0278140
difficulty breathing,0013404
nausea,0027497
vomiting,0042963
symptoms,1457887
Pneumonia,0032285
anxiety,UI-less
agitation,0085631
supraglottic stenosis,0936231
subglottic stenosis,0238441
respiratory status,UI-less
deep vein thrombosis,0149871
pulmonary embolus,0034065
deep vein thrombosis,0149871
pulmonary embolus,0034065
Mycoplasma pneumonia,0032302
Acute respiratory failure,0264490
deep vein thrombosis,0149871
Pulmonary embolus,0034065
respiratory distress syndrome,1704437
Ileus,1258215
delirium,0011206
pain,0030193
fever,UI-less
nausea,0027497
gastrointestinal upset,2697368
nasal dryness,UI-less
skin lesion,0037284
oral thrush,0006849
constipation,0009806
lethargy,0023380
hypotension,UI-less
squamous cell cancer,0007137
tonsillar cancer,0558355
cirrohsis,0023890
seizure disorder,0014544
lethargy,0023380
hypotension,UI-less
pneumonia,0032285
lethargy,0023380
lethargic,0023380
nausea,0027497
vomiting,0042963
BP dropped,UI-less
edema,0013604
MRSA,0343401
Klebsiella,UI-less
leukopenia,0023530
WBC decreasing,UI-less
infection,0021311
clot,0302148
low plt,UI-less
HIT,0272285
Squamous cell cancer,0007137
dysphagia,0011168
mass,UI-less
tonsil  cancer,0558355
Alcoholic cirrhosis,0023891
Seizure d/o,0014544
sz,0036572
Psoriasis,0033860
Pancreatitis,0030305
Hepatic encephalopathy,0019151
Bleeding esophageal varices,0155789
Portal vein thrombosis,0155773
CAD,1956346
NAD,UI-less
m,UI-less
r,UI-less
g,UI-less
coarse breath sounds,UI-less
Abd ND,UI-less
Abd NT,UI-less
Abd Soft,UI-less
c,0149651
c,0010520
e,0013604
psoriasis,0033860
intra axial hemorrhage,UI-less
extra-axial hemorrhage,UI-less
mass effect,UI-less
shift of midline structures,UI-less
hydrocephalus,0020255
infarction,0021308
intra axial hemorrhage,UI-less
extra-axial hemorrhage,UI-less
pleural effusion,0032227
pneumothorax,0032326
infiltrate,0332448
squamous cell cancer,0007137
tonsillar cancer,0558355
klebsiella pna,0519030
lethargy,0023380
increased sputum,UI-less
Lethargy,0023380
increased sputum,UI-less
tracheo-bronchitis,0040586
colonization,UI-less
infection,0021311
fevers,UI-less
WBC low,UI-less
cough,0010200
infections,0021311
Hypotension,UI-less
dehydration,0011175
normotensive,UI-less
LE edema,0239340
normotensive,UI-less
dehydration,0011175
DVT,0149871
HIT,0272285
HIT,0272285
thrombocytopenia,0040034
Elevated Cr,UI-less
dehydration,0011175
cancers,0006826
Psoriasis,0033860
Cirrhosis,0023890
Seizure disorder,0014544
nausea,0027497
pneumonia,0032285
unresponsive,UI-less
alcohol use,UI-less
unresponsive,UI-less
feeling tired,0849970
felt tired,0849970
unable to drive,UI-less
recollection,UI-less
agitated,0085631
alert,UI-less
agitation,0085631
chest pain,0008031
cycling anabolic steroids,0338671
drug abuse,UI-less
anicteric,UI-less
Pupils reactive,UI-less
lesions,UI-less
lymphadenopathy,UI-less
JVD,UI-less
tachy,UI-less
murmurs,UI-less
rubs,UI-less
gallops,UI-less
coarse breath sounds,UI-less
Abdomen nondistended,UI-less
Abdomen nontender,UI-less
Abdomen soft,UI-less
clubbing,0149651
cyanosis,0010520
edema,0013604
Tattoo,0221258
normal sinus rhythm,UI-less
T wave inversions,UI-less
T flattening,UI-less
sinus tach,0039239
T wave inversions,UI-less
cardiomegaly,UI-less
effusion,0013687
bilateral perihilar haziness,UI-less
fractures,0016658
intracranial hemorrhage,0151699
fractures,0016658
small air fluid levels,UI-less
mucosal thickening,UI-less
pericardial effusion,0031039
respiratory status,UI-less
elevated CK,UI-less
CK trended down,UI-less
myocardial infarction,0027051
anabolic steroid abuse,0338671
insulin abuse,0274546
substance abuse,0740858
substance abuse,0740858
tachycardia,UI-less
poor decision making,UI-less
substance abuse,0740858
Polysubstance overdose,1571836
substance abuse,0740858
itchy,0033774
Fever,UI-less
COPD,0024117
dementia,0497327
Parkinson's,0030567
schizophrenia,0036341
febrile,UI-less
combative,UI-less
non-verbal,UI-less
afib,0004238
opacities,1265876
COPD,0024117
emphysema,0034067
A fib,0004238
Parkinsons,0030567
Osteomyelitis,0029443
Schizophrenia,0036341
cachectic,0006625
combative,UI-less
non-verbal,UI-less
poor dentition,UI-less
JVP,UI-less
irregulary irregular,UI-less
m,UI-less
r,UI-less
g,UI-less
ABD ND,UI-less
ABD NT,UI-less
ABD soft,UI-less
edema,0013604
afib,0004238
opacities,1265876
aspiration,UI-less
aspiration pneumonia,0032290
nodular opacity,UI-less
lung nodule,UI-less
pneumonia,0032285
Aspiration pneumonia,0032290
aspiration pneumonia,0032290
Failure to thrive,0015544
dehydrated,0011175
Atrial fibrillation,0004238
Schizophrenia,0036341
agitation,0085631
agitation,0085631
fever,UI-less
discomfort,0231218
Pneumonia,0032285
Delirium,0011206
Failure to Thrive,0015544
Dementia,0497327
Schizophrenia,0036341
Parkinson's disease,0030567
COPD,0024117
Atrial fibrillation,0004238
aspiration pneumonia,0032290
aspiration,UI-less
dementia,0497327
chronic obstructive pulmonary disease,0024117
cerebrovascular accident,0038454
right sided weakness,UI-less
runny nose,1260880
shortness of breath,0013404
hoarseness,0019825
infiltrate,0332448
shortness of breath,0013404
pulmonary embolism,0034065
mass,UI-less
nodule,0028259
increasing troponin,UI-less
impaired left ventricular ejection fraction,UI-less
left ventricular end diastolic pressure,UI-less
tachypneic,0231835
hypoxemic,UI-less
acute heart failure,0264714
fluid overload,0546817
oxygen demands decreased,UI-less
poor left ventricular function,UI-less
viral myocarditis,0276138
Cerebrovascular accident,0038454
right sided weakness,UI-less
word finding difficulties,0454643
Chronic obstructive pulmonary disease,0024117
Glaucoma,0017601
cataract,0086543
asthma,0004096
chronic renal failure,0022661
exposure to chemicals,UI-less
exposure to asbestos,UI-less
anxious,UI-less
respiratory distress,0476273
surgical pupils,UI-less
jugular venous pressure,UI-less
lymphadenopathy,UI-less
tachycardic,UI-less
systolic ejection murmur,UI-less
rhonchi,0035508
crackles,0034642
Abdomen nondistended,UI-less
Abdomen nontender,UI-less
Abdomen soft,UI-less
cyanosis,0010520
clubbing,0149651
edema,0013604
word finding difficulties,0454643
opacity,1265876
CONGESTIVE HEART FAILURE,0018802
troponin elevated,UI-less
impaired left ventricular ejection fraction,UI-less
poor left ventricular function,UI-less
viral myocarditis,0276138
Congestive heart failure,0018802
congestive heart failure,0018802
PNEUMONIA,0032285
community-acquired pneumonia,0694549
productive cough,0239134
hilar mass,UI-less
mass,UI-less
mass,UI-less
CHRONIC OBSTRUCTIVE PULMONARY DISEASE,0024117
congestive heart failure,0018802
chronic obstructive pulmonary disease,0024117
GLAUCOMA,0017601
glaucoma,0017601
CORONARY ARTERY DISEASE,1956346
coronary artery disease,1956346
chest pain,0008031
Congestive heart failure,0018802
Viral myocarditis,0276138
Glaucoma,0017601
Community-acquired pneumonia,0694549
Chronic obstructive pulmonary disease,0024117
cerebrovascular accident,0038454
right sided weakness,UI-less
word finding difficulties,0454643
Congestive heart failure,0018802
acute renal failure,0022660
urosepsis,0149801
chronic ventilatory dependence,UI-less
acute renal failure,0022660
altered mental status,0278061
uremic encephalopathy,0268707
ventilator dependence,UI-less
Acute renal failure,0022660
hyperkalemia,UI-less
mental status,UI-less
mental status,UI-less
comfort measures,UI-less
apneic,0003578
labored breathing,0553668
hypoxia,0242184
hypercarbia,0020440
altered mental status,0278061
comfort measures,UI-less
distressed breathing,0476273
Urinary tract infection,0042029
Diabetes,0011849
hyperglycemia,0020456
hyperglycemic,0342243
urinary tract infection,0042029
comfort measures,UI-less
Altered mental status,0278061
mental status alteration,0278061
infarction,0021308
hemorrhage,0019080
small vessel disease,2733158
small vessel disease,2733158
infarction,0021308
dilated right atrium,0344709
dilated left atrium,0344720
Acute renal failure,0022660
Diabetes mellitus,0011849
Urinary tract infection,0042029
Do Not Resuscitate,UI-less
Do Not Intubate,UI-less
discomfort,0231218
cerebrovascular accident,0038454
right hemiparesis,UI-less
diabetes type 2,0011860
coronary artery disease,1956346
three vessel disease,0340285
cataracts,0086543
hyperlipidemia,0020473
bipolar disorder,0005586
found down,UI-less
intracranial hemorrhage,0151699
hydrocephalus,0020255
acute myocardial infarction,0155626
rhabdomyolysis,0035410
decreased level of consciousness,UI-less
mental status,UI-less
low grade fevers,UI-less
increased white blood cell count,UI-less
pneumonia,0032285
infiltrate,0332448
infiltrate,0332448
MRSA,0343401
myocardial infarction,0027051
neurological deficits,UI-less
fevers,UI-less
MRSA,0343401
temperature,UI-less
twitching,0231530
seizure,0036572
cortical dysfunction,UI-less
dysfunction,UI-less
encephalopathy,0085584
epileptiform seizures,UI-less
eyes deviated,0339614
seizures,0036572
seizures,0036572
epileptiform events,UI-less
fever meningismus,UI-less
meningitis,0025289
coarse breath sounds,UI-less
decreased breath sounds,UI-less
meningitis,0025289
additional medical issues,UI-less
respiratory distress,0476273
pulseless,UI-less
not breathing,UI-less
Intraventricular hemorrhage,0240059
hypertensive bleed,UI-less
Meningitis,0025289
Respiratory failure,1145670
Coronary artery disease,1956346
myocardial infarction,0027051
Hyperlipidemia,0020473
Diabetes,0011849
cerebrovascular accident,0038454
right hemiparesis,UI-less
Bipolar disorder,0005586
Aphasia,0003537
difficulty speaking,1527347
high grade large B-cell lymphoma,0456867
lesion,UI-less
speech difficulty,1527347
Large B-cell lymphoma high grade,0456867
NIDDM,0011860
HTN,0020538
Hiatal Hernia,0019284
B12 deficiency,0042847
heart problems,UI-less
suicide,UI-less
heart problems,UI-less
obese,0028754
NAD,UI-less
allopecia,UI-less
anicteric,UI-less
carotid bruits,UI-less
murmurs,UI-less
ABD nondistended,UI-less
ABD nontender,UI-less
ABD soft,UI-less
nonpitting edema,UI-less
language dysfunction,0003537
paraphasic errors,UI-less
difficulty writing,0584995
anomia,0003113
dysarthria,0013362
apraxia,0003635
neglect,UI-less
